series,"01-1985","02-1985","03-1985","04-1985","05-1985","06-1985","07-1985","08-1985","09-1985","10-1985","11-1985","12-1985","01-1986","02-1986","03-1986","04-1986","05-1986","06-1986","07-1986","08-1986","09-1986","10-1986","11-1986","12-1986","01-1987","02-1987","03-1987","04-1987","05-1987","06-1987","07-1987","08-1987","09-1987","10-1987","11-1987","12-1987","01-1988","02-1988","03-1988","04-1988","05-1988","06-1988","07-1988","08-1988","09-1988","10-1988","11-1988","12-1988","01-1989","02-1989","03-1989","04-1989","05-1989","06-1989","07-1989","08-1989","09-1989","10-1989","11-1989","12-1989","01-1990","02-1990","03-1990","04-1990","05-1990","06-1990","07-1990","08-1990","09-1990","10-1990","11-1990","12-1990","01-1991","02-1991","03-1991","04-1991","05-1991","06-1991","07-1991","08-1991","09-1991","10-1991","11-1991","12-1991","01-1992","02-1992","03-1992","04-1992","05-1992","06-1992","07-1992","08-1992","09-1992","10-1992","11-1992","12-1992","01-1993","02-1993","03-1993","04-1993","05-1993","06-1993","07-1993","08-1993","09-1993","10-1993","11-1993","12-1993","01-1994","02-1994","03-1994","04-1994","05-1994","06-1994","07-1994","08-1994","09-1994","10-1994","11-1994","12-1994","01-1995","02-1995","03-1995","04-1995","05-1995","06-1995","07-1995","08-1995","09-1995","10-1995","11-1995","12-1995","01-1996","02-1996","03-1996","04-1996","05-1996","06-1996","07-1996","08-1996","09-1996","10-1996","11-1996","12-1996","01-1997","02-1997","03-1997","04-1997","05-1997","06-1997","07-1997","08-1997","09-1997","10-1997","11-1997","12-1997","01-1998","02-1998","03-1998","04-1998","05-1998","06-1998","07-1998","08-1998","09-1998","10-1998","11-1998","12-1998","01-1999","02-1999","03-1999","04-1999","05-1999","06-1999","07-1999","08-1999","09-1999","10-1999","11-1999","12-1999","01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025"
Duluth Police Department,207,185,240,215,244,242,273,275,252,292,194,208,216,204,235,238,255,301,311,306,265,266,207,225,179,251,223,257,302,322,321,305,282,318,282,311,212,249,347,264,287,267,319,340,312,314,328,293,245,239,273,268,267,299,283,271,276,259,282,275,269,256,257,264,269,290,310,322,275,306,285,265,261,269,297,294,302,330,368,342,362,290,206,122,244,212,285,296,305,290,406,373,330,313,243,276,231,252,279,252,290,335,336,300,267,290,242,192,201,193,175,190,235,300,297,293,223,311,283,280,231,212,245,212,292,266,309,367,325,395,290,286,254,256,229,272,283,311,361,346,300,298,275,280,245,265,245,231,250,283,330,334,302,319,309,180,277,181,209,197,214,285,307,317,271,269,186,196,225,214,203,241,256,212,219,272,236,237,201,219,213,172,199,173,197,165,208,331,279,305,258,254,273,231,301,333,326,326,332,424,374,414,347,348,323,259,324,321,358,323,362,335,353,336,240,333,309,265,257,266,367,289,388,348,305,337,247,262,186,197,288,244,313,353,340,368,357,360,370,54,60,234,450,273,210,166,159,167,156,181,169,104,250,210,287,251,312,328,299,279,269,238,250,241,207,220,223,271,284,342,323,303,291,388,262,244,295,256,223,229,227,329,375,314,323,382,310,261,265,219,224,261,273,360,348,362,344,323,255,197,171,153,281,263,316,283,319,364,317,327,271,236,272,163,215,232,307,378,357,338,337,336,238,251,213,201,177,237,234,296,311,261,270,314,266,267,218,197,231,268,295,318,375,396,348,367,275,196,202,166,211,203,289,305,331,304,275,265,210,241,218,160,210,213,292,235,263,308,265,243,238,213,221,194,227,251,274,268,316,329,335,290,248,209,226,239,237,275,242,262,291,361,258,284,223,193,164,174,223,229,232,239,285,324,285,309,292,257,230,169,197,199,247,294,309,340,253,253,271,216,249,243,223,172,190,208,236,244,245,238,207,225,196,203,222,176,253,253,236,271,244,263,230,206,179,144,168,198,186,192,207,248,169,165,111,101,171,139,146,153,197,207,190,179,195,194,186,140,190,152,137,187,193,167,213,224,202,196,190,207,167,140,163,178,197,221,195,196,
Duluth Police Department Clearances,59,41,71,63,60,50,50,51,61,60,37,47,49,48,61,51,43,64,60,77,50,65,55,47,61,47,53,57,57,46,59,55,50,67,68,57,58,57,77,62,63,72,64,65,72,79,69,70,68,78,74,60,55,58,53,53,52,49,79,72,79,65,66,66,81,78,81,88,65,87,77,75,72,64,71,62,53,54,52,46,56,71,51,47,65,49,63,78,69,90,73,78,71,54,50,60,69,64,66,46,64,45,52,53,43,59,52,51,66,55,55,48,50,75,48,74,36,64,48,52,67,54,67,66,68,57,71,90,70,69,58,68,60,74,53,65,63,59,66,71,71,64,74,73,60,80,78,60,64,56,60,67,76,73,78,24,56,54,62,52,55,72,63,53,58,73,41,51,48,51,52,58,72,40,0,54,42,0,0,0,56,0,52,71,54,0,44,70,54,72,51,62,51,37,39,55,57,44,42,56,49,57,50,54,55,60,63,53,76,57,53,56,61,69,38,65,70,58,69,62,57,53,67,54,46,50,41,48,59,44,75,53,59,74,61,73,62,68,57,4,14,45,72,48,55,37,47,37,38,55,54,40,67,50,63,61,54,61,70,58,58,50,53,46,61,60,43,72,64,56,67,70,53,78,46,72,92,75,66,65,58,64,75,64,61,74,81,75,67,58,60,99,85,107,88,89,72,79,61,57,55,54,79,77,83,65,82,92,75,72,88,66,74,64,83,73,93,112,78,85,72,68,76,69,76,69,60,58,54,58,65,58,80,67,67,80,79,63,83,81,79,80,73,74,62,89,67,65,66,59,60,64,65,70,90,78,85,77,64,87,60,55,54,45,61,58,65,69,65,79,58,69,75,83,85,85,92,74,86,78,69,89,62,75,55,71,78,73,73,61,77,87,70,93,64,46,59,47,58,61,56,57,57,64,61,65,69,69,74,69,64,68,45,68,80,84,69,75,72,77,71,76,67,49,41,50,57,67,50,43,0,0,3,1,3,3,5,4,3,9,4,6,2,2,3,1,2,5,4,2,3,7,32,30,21,12,33,38,25,29,50,33,42,37,38,44,29,33,43,38,27,33,39,46,55,61,55,47,52,49,40,40,41,37,52,46,50,44,
