series,"01-1985","02-1985","03-1985","04-1985","05-1985","06-1985","07-1985","08-1985","09-1985","10-1985","11-1985","12-1985","01-1986","02-1986","03-1986","04-1986","05-1986","06-1986","07-1986","08-1986","09-1986","10-1986","11-1986","12-1986","01-1987","02-1987","03-1987","04-1987","05-1987","06-1987","07-1987","08-1987","09-1987","10-1987","11-1987","12-1987","01-1988","02-1988","03-1988","04-1988","05-1988","06-1988","07-1988","08-1988","09-1988","10-1988","11-1988","12-1988","01-1989","02-1989","03-1989","04-1989","05-1989","06-1989","07-1989","08-1989","09-1989","10-1989","11-1989","12-1989","01-1990","02-1990","03-1990","04-1990","05-1990","06-1990","07-1990","08-1990","09-1990","10-1990","11-1990","12-1990","01-1991","02-1991","03-1991","04-1991","05-1991","06-1991","07-1991","08-1991","09-1991","10-1991","11-1991","12-1991","01-1992","02-1992","03-1992","04-1992","05-1992","06-1992","07-1992","08-1992","09-1992","10-1992","11-1992","12-1992","01-1993","02-1993","03-1993","04-1993","05-1993","06-1993","07-1993","08-1993","09-1993","10-1993","11-1993","12-1993","01-1994","02-1994","03-1994","04-1994","05-1994","06-1994","07-1994","08-1994","09-1994","10-1994","11-1994","12-1994","01-1995","02-1995","03-1995","04-1995","05-1995","06-1995","07-1995","08-1995","09-1995","10-1995","11-1995","12-1995","01-1996","02-1996","03-1996","04-1996","05-1996","06-1996","07-1996","08-1996","09-1996","10-1996","11-1996","12-1996","01-1997","02-1997","03-1997","04-1997","05-1997","06-1997","07-1997","08-1997","09-1997","10-1997","11-1997","12-1997","01-1998","02-1998","03-1998","04-1998","05-1998","06-1998","07-1998","08-1998","09-1998","10-1998","11-1998","12-1998","01-1999","02-1999","03-1999","04-1999","05-1999","06-1999","07-1999","08-1999","09-1999","10-1999","11-1999","12-1999","01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025"
Minneapolis Police Department,785,745,776,799,1136,1072,1086,971,798,972,935,908,849,739,786,892,963,897,1165,1048,827,835,762,987,811,806,1033,859,1027,1138,1241,1153,1039,927,998,955,651,639,703,644,794,822,1016,1014,848,771,746,738,740,572,797,709,782,843,1079,983,939,840,789,769,662,,,,,,,,,,,,0,0,2145,0,0,2145,0,0,2350,0,0,2350,0,0,2327,0,0,2327,0,0,2327,0,0,2326,0,0,2338,0,0,2338,0,0,2338,0,0,2344,738,738,738,738,738,738,738,738,738,738,738,736,668,667,668,668,668,669,669,669,669,670,670,669,638,638,639,639,639,639,641,641,641,641,641,641,0,0,0,0,0,0,0,0,0,0,0,8237,0,0,0,0,0,0,0,0,0,0,0,6499,0,0,0,0,0,0,0,0,0,0,0,5562,0,0,0,0,0,2191,0,0,0,0,0,2323,0,0,0,0,0,1662,0,0,0,0,0,2430,0,0,0,0,0,1896,0,0,0,0,0,2537,0,0,0,0,0,2018,0,0,0,0,0,2464,335,244,317,270,422,492,475,493,502,427,384,403,383,349,356,363,405,531,495,520,503,568,546,516,0,0,0,0,0,2675,0,0,0,0,0,3151,0,0,0,0,0,2800,0,0,0,0,0,3364,0,0,0,0,0,2320,0,0,0,0,0,3271,0,0,0,0,0,2106,0,0,0,0,0,2635,0,0,0,0,0,2114,0,0,0,0,0,2673,0,0,0,0,0,2090,0,0,0,0,0,3014,0,0,0,0,0,0,0,0,0,0,0,4782,337,229,261,324,328,391,538,496,473,448,431,345,295,248,264,286,390,431,381,460,373,329,292,363,301,213,276,264,277,283,355,383,333,277,300,293,217,172,225,260,254,253,323,383,391,350,353,243,230,228,286,299,304,360,333,411,365,369,321,256,213,171,190,204,267,267,268,284,341,331,326,227,219,140,187,231,269,353,294,340,329,364,339,348,191,136,250,322,662,288,379,402,346,369,330,259,206,150,168,207,230,219,224,198,278,262,215,178,173,136,141,196,259,304,321,261,213,175,194,186,151,167,187,166,210,244,360,291,243,213,175,157,181,174,185,163,200,227,262,276,306,272,202,175,188,139,134,138,199,213,212,242,63
Minneapolis Police Department Clearances,55,40,58,57,55,77,80,85,58,44,62,49,41,73,51,67,59,49,71,92,58,52,43,55,43,51,53,46,60,70,63,64,54,55,46,47,35,38,63,44,43,44,68,69,49,48,41,44,48,35,49,45,50,51,67,49,59,57,51,35,45,,,,,,,,,,,,0,0,141,0,0,0,0,0,0,0,0,0,0,0,137,0,0,137,0,0,137,0,0,141,0,0,155,0,0,155,0,0,155,0,0,160,53,53,53,63,53,53,53,53,53,53,53,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,19,26,28,32,27,49,49,24,37,74,26,50,38,18,28,35,37,31,25,39,43,44,0,0,0,0,0,186,0,0,0,0,0,220,0,0,0,0,0,172,0,0,0,0,0,161,0,0,0,0,0,117,0,0,0,0,0,285,0,0,0,0,0,178,0,0,0,0,0,265,0,0,0,0,0,209,0,0,0,0,0,203,0,0,0,0,0,228,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,541,57,68,28,50,33,46,53,53,54,83,43,36,58,48,31,25,31,37,37,35,47,33,36,37,37,27,31,41,33,37,35,41,33,26,27,29,11,16,22,16,20,29,20,82,33,22,22,27,26,22,34,15,34,33,33,36,29,18,36,31,21,26,28,24,24,8,6,11,13,10,4,9,8,6,13,7,9,11,20,15,25,22,24,11,15,7,21,26,39,17,11,27,20,19,20,15,21,13,17,35,14,19,12,14,28,18,15,12,11,5,16,10,16,21,26,21,14,9,16,13,13,10,24,8,10,10,15,29,19,10,15,14,21,19,18,29,7,12,17,22,20,20,20,13,16,16,16,14,21,13,21,18,10
