series,"01-1985","02-1985","03-1985","04-1985","05-1985","06-1985","07-1985","08-1985","09-1985","10-1985","11-1985","12-1985","01-1986","02-1986","03-1986","04-1986","05-1986","06-1986","07-1986","08-1986","09-1986","10-1986","11-1986","12-1986","01-1987","02-1987","03-1987","04-1987","05-1987","06-1987","07-1987","08-1987","09-1987","10-1987","11-1987","12-1987","01-1988","02-1988","03-1988","04-1988","05-1988","06-1988","07-1988","08-1988","09-1988","10-1988","11-1988","12-1988","01-1989","02-1989","03-1989","04-1989","05-1989","06-1989","07-1989","08-1989","09-1989","10-1989","11-1989","12-1989","01-1990","02-1990","03-1990","04-1990","05-1990","06-1990","07-1990","08-1990","09-1990","10-1990","11-1990","12-1990","01-1991","02-1991","03-1991","04-1991","05-1991","06-1991","07-1991","08-1991","09-1991","10-1991","11-1991","12-1991","01-1992","02-1992","03-1992","04-1992","05-1992","06-1992","07-1992","08-1992","09-1992","10-1992","11-1992","12-1992","01-1993","02-1993","03-1993","04-1993","05-1993","06-1993","07-1993","08-1993","09-1993","10-1993","11-1993","12-1993","01-1994","02-1994","03-1994","04-1994","05-1994","06-1994","07-1994","08-1994","09-1994","10-1994","11-1994","12-1994","01-1995","02-1995","03-1995","04-1995","05-1995","06-1995","07-1995","08-1995","09-1995","10-1995","11-1995","12-1995","01-1996","02-1996","03-1996","04-1996","05-1996","06-1996","07-1996","08-1996","09-1996","10-1996","11-1996","12-1996","01-1997","02-1997","03-1997","04-1997","05-1997","06-1997","07-1997","08-1997","09-1997","10-1997","11-1997","12-1997","01-1998","02-1998","03-1998","04-1998","05-1998","06-1998","07-1998","08-1998","09-1998","10-1998","11-1998","12-1998","01-1999","02-1999","03-1999","04-1999","05-1999","06-1999","07-1999","08-1999","09-1999","10-1999","11-1999","12-1999","01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025"
Shakopee Police Department,18,23,26,33,31,41,37,57,34,32,21,14,12,26,26,33,52,56,53,58,34,34,32,41,15,26,33,38,42,53,65,70,43,58,40,43,30,25,49,42,41,58,42,62,38,29,33,40,29,26,28,38,41,58,58,64,38,32,35,28,32,33,36,32,54,55,80,67,49,40,38,38,30,31,39,33,53,57,64,73,37,45,14,20,42,38,36,53,56,81,57,60,35,46,42,28,20,29,43,41,47,61,49,62,41,44,40,37,22,26,38,37,47,59,50,62,41,48,48,41,44,19,31,36,43,79,77,69,55,59,42,40,23,30,42,59,63,79,63,62,43,51,33,31,32,34,28,36,54,38,61,100,66,45,22,34,42,26,27,36,31,55,53,82,46,32,30,44,0,0,0,0,0,0,0,0,0,0,0,503,35,39,36,53,69,71,87,61,56,42,37,36,38,26,42,43,53,56,79,67,60,35,68,35,29,32,56,46,65,49,49,43,63,61,40,43,35,22,30,45,45,77,70,83,61,53,56,34,44,26,56,41,49,70,66,70,61,60,59,54,44,31,51,41,75,84,97,85,80,76,54,82,63,55,58,72,100,105,94,77,58,66,78,63,49,35,45,45,56,75,66,88,54,66,74,45,50,51,57,35,73,86,102,81,72,78,53,43,49,38,52,57,70,108,131,73,66,57,64,40,59,48,64,61,70,105,82,96,73,87,83,63,60,34,71,58,89,85,102,89,56,80,70,80,59,73,75,97,91,112,72,83,65,82,94,66,63,72,70,77,81,98,114,68,82,91,35,31,32,29,50,32,46,69,70,62,61,57,48,62,47,36,45,41,39,78,88,80,90,79,59,63,48,45,50,47,61,62,37,74,60,70,56,46,51,50,41,53,45,79,64,44,62,50,58,38,53,37,43,56,57,78,86,78,51,51,44,49,64,43,41,40,65,59,40,44,63,45,67,59,61,51,57,24,2,52,76,81,89,74,72,87,85,67,54,79,68,66,81,84,53,77,58,42,52,47,48,45,60,53,61,58,40,58,52,32,40,31,32,31,48,42,56,57,48,49,48,47,41,24,37,40,42,48,40,44,35,45,48,45,49,42,42,40,51,42,51,45,22
Shakopee Police Department Clearances,1,4,6,9,8,6,5,8,9,2,5,3,1,9,10,10,14,12,8,10,8,4,4,6,1,5,8,12,11,7,8,6,6,11,10,10,4,12,15,4,8,13,8,13,5,4,6,0,12,8,5,9,6,12,16,16,10,9,7,9,6,10,4,3,10,11,13,9,7,7,9,9,3,9,9,8,4,11,9,13,10,7,6,4,11,8,9,8,7,18,9,12,4,5,4,3,2,9,8,8,11,17,12,10,12,4,8,4,7,6,13,4,12,12,9,15,10,7,4,7,10,2,5,4,16,13,10,15,10,4,5,4,2,2,4,8,9,14,8,7,4,3,3,2,6,7,10,3,18,9,13,23,7,6,5,5,4,1,5,5,10,14,8,20,5,6,8,8,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,14,13,29,10,10,6,5,7,6,4,5,6,9,5,12,9,6,7,2,12,8,2,8,14,7,12,14,11,5,13,9,8,9,6,5,6,7,7,17,13,12,6,8,10,6,5,2,10,9,6,21,9,9,9,5,12,8,7,7,11,6,9,15,9,14,10,7,6,6,8,9,7,15,15,16,9,9,13,14,11,17,12,8,11,12,9,20,10,15,8,13,19,10,9,14,10,6,15,14,19,9,13,14,7,10,13,15,18,19,18,20,19,19,14,12,15,11,20,22,23,16,27,25,22,29,26,32,22,24,17,11,23,12,26,14,18,23,15,19,16,23,16,20,17,33,20,21,13,20,13,19,19,24,19,25,31,34,20,27,26,12,13,12,4,11,6,9,16,11,12,14,13,24,13,27,17,19,18,10,19,12,13,26,19,18,31,22,22,23,14,21,25,14,15,24,11,31,19,16,18,24,14,20,15,18,19,35,19,14,14,19,29,12,13,16,15,23,19,18,24,18,22,19,18,17,25,16,21,14,19,26,21,11,13,14,23,21,21,24,17,10,0,7,10,13,13,10,13,15,22,13,13,22,22,18,19,24,9,13,13,9,16,7,11,9,10,9,11,7,12,9,6,5,14,8,11,8,11,14,12,15,18,19,14,13,12,13,9,15,10,17,18,17,14,18,22,21,30,22,17,20,26,23,24,23,10
