series,"01-1985","02-1985","03-1985","04-1985","05-1985","06-1985","07-1985","08-1985","09-1985","10-1985","11-1985","12-1985","01-1986","02-1986","03-1986","04-1986","05-1986","06-1986","07-1986","08-1986","09-1986","10-1986","11-1986","12-1986","01-1987","02-1987","03-1987","04-1987","05-1987","06-1987","07-1987","08-1987","09-1987","10-1987","11-1987","12-1987","01-1988","02-1988","03-1988","04-1988","05-1988","06-1988","07-1988","08-1988","09-1988","10-1988","11-1988","12-1988","01-1989","02-1989","03-1989","04-1989","05-1989","06-1989","07-1989","08-1989","09-1989","10-1989","11-1989","12-1989","01-1990","02-1990","03-1990","04-1990","05-1990","06-1990","07-1990","08-1990","09-1990","10-1990","11-1990","12-1990","01-1991","02-1991","03-1991","04-1991","05-1991","06-1991","07-1991","08-1991","09-1991","10-1991","11-1991","12-1991","01-1992","02-1992","03-1992","04-1992","05-1992","06-1992","07-1992","08-1992","09-1992","10-1992","11-1992","12-1992","01-1993","02-1993","03-1993","04-1993","05-1993","06-1993","07-1993","08-1993","09-1993","10-1993","11-1993","12-1993","01-1994","02-1994","03-1994","04-1994","05-1994","06-1994","07-1994","08-1994","09-1994","10-1994","11-1994","12-1994","01-1995","02-1995","03-1995","04-1995","05-1995","06-1995","07-1995","08-1995","09-1995","10-1995","11-1995","12-1995","01-1996","02-1996","03-1996","04-1996","05-1996","06-1996","07-1996","08-1996","09-1996","10-1996","11-1996","12-1996","01-1997","02-1997","03-1997","04-1997","05-1997","06-1997","07-1997","08-1997","09-1997","10-1997","11-1997","12-1997","01-1998","02-1998","03-1998","04-1998","05-1998","06-1998","07-1998","08-1998","09-1998","10-1998","11-1998","12-1998","01-1999","02-1999","03-1999","04-1999","05-1999","06-1999","07-1999","08-1999","09-1999","10-1999","11-1999","12-1999","01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025"
Apple Valley Police Department,21,23,30,36,44,38,53,53,35,43,27,23,39,33,59,47,48,66,55,73,39,46,35,39,34,25,43,51,48,55,60,53,41,46,44,44,30,22,27,35,51,67,62,73,45,52,47,35,40,35,37,52,45,41,71,76,40,48,36,43,41,31,51,56,86,70,67,69,56,83,96,48,34,48,69,59,72,87,83,108,66,89,40,65,58,55,64,69,56,57,86,99,74,60,55,69,45,56,66,68,85,105,97,100,82,99,93,59,37,53,66,60,73,103,91,88,91,118,93,63,55,54,66,73,90,105,116,138,87,119,89,65,57,85,61,78,96,131,136,142,109,117,78,73,54,67,66,70,93,87,104,131,110,129,75,101,70,98,98,80,88,79,115,68,79,109,49,77,41,61,79,89,74,98,86,76,58,84,67,121,62,104,104,84,79,103,97,106,106,98,83,71,57,67,70,88,119,114,109,95,83,100,129,92,97,69,71,103,110,2,108,133,108,105,116,91,89,70,79,94,124,136,111,96,99,119,90,84,78,85,97,121,124,96,134,95,117,123,113,93,97,84,90,99,132,108,130,119,82,131,113,105,111,85,103,122,105,108,107,114,104,112,126,118,95,107,106,114,111,124,120,114,107,105,89,83,82,94,79,109,119,103,124,133,111,143,109,75,91,74,82,108,136,93,91,80,97,93,79,83,63,75,116,109,120,134,135,121,106,138,117,74,69,65,66,97,102,103,99,94,70,118,94,52,79,55,79,87,95,105,68,42,89,111,90,81,77,58,75,85,122,95,106,92,89,90,70,72,58,62,84,101,101,88,85,68,60,85,57,68,68,59,53,95,102,86,107,103,98,92,75,77,73,60,80,62,79,98,97,79,93,100,72,74,63,69,75,94,86,90,82,102,94,81,95,97,67,52,61,52,77,81,75,81,79,85,56,64,100,67,68,75,86,90,93,98,78,72,81,55,47,49,71,38,60,45,69,62,82,105,81,82,69,83,96,85,80,65,87,100,83,87,85,62,53,71,58,77,71,63,71,78,63,55,63,62,49,55,75,69,80,72,81,129,111,57,79,69,77,74,80,62,78,91,72,62,50,68,53,50,52,46,57,49,58,64,71,84,21
Apple Valley Police Department Clearances,6,6,9,14,12,14,13,19,14,17,6,8,11,11,21,14,13,23,15,27,14,16,8,10,13,9,14,15,16,6,21,19,14,19,10,6,10,8,9,8,14,26,21,19,11,21,13,8,14,11,14,19,12,16,14,20,9,19,12,10,15,15,16,15,27,20,16,17,18,22,32,14,11,17,29,14,15,31,19,23,7,30,17,24,20,21,23,22,15,15,27,40,26,21,17,26,28,23,36,18,28,18,20,25,24,32,35,14,10,22,33,14,20,30,20,19,22,21,21,18,13,17,19,24,27,19,16,21,19,27,15,16,15,24,21,30,25,21,30,28,26,28,23,9,12,22,20,19,27,19,20,23,24,27,22,26,19,37,40,19,27,28,19,25,16,24,15,17,11,16,20,16,22,32,17,24,17,0,0,0,7,19,24,25,27,27,29,20,24,17,24,24,12,19,20,29,35,22,29,21,23,17,29,28,26,24,20,29,30,2,19,26,31,22,24,23,32,29,41,32,26,27,27,28,28,31,30,27,19,28,24,30,35,35,40,26,31,47,31,29,38,38,23,33,24,32,29,29,19,34,28,36,35,21,34,32,29,26,19,26,33,21,46,30,37,37,21,26,22,29,21,27,24,25,22,31,25,20,26,34,34,25,32,35,29,39,38,21,35,31,25,33,29,32,21,19,28,32,18,22,19,35,27,17,29,34,24,22,24,24,26,24,29,20,27,22,32,30,30,29,28,33,32,18,29,18,27,32,36,27,23,11,28,29,24,31,31,23,25,22,43,31,37,27,29,33,22,18,25,21,34,30,35,32,26,16,21,32,20,26,24,29,24,38,39,35,34,40,33,42,34,30,37,28,43,23,26,28,21,28,41,30,26,26,23,22,25,32,19,30,24,33,40,34,48,24,34,25,31,33,37,34,40,47,33,57,29,33,63,46,45,44,55,46,39,29,25,31,40,27,15,14,37,11,14,4,7,11,8,10,18,20,10,21,30,22,22,17,18,28,24,31,19,13,14,10,16,14,13,9,10,13,12,16,9,11,15,13,20,23,20,23,16,17,21,10,27,25,26,24,31,22,28,34,19,23,11,21,20,17,22,19,27,24,16,20,24,30,5
