series,"01-1985","02-1985","03-1985","04-1985","05-1985","06-1985","07-1985","08-1985","09-1985","10-1985","11-1985","12-1985","01-1986","02-1986","03-1986","04-1986","05-1986","06-1986","07-1986","08-1986","09-1986","10-1986","11-1986","12-1986","01-1987","02-1987","03-1987","04-1987","05-1987","06-1987","07-1987","08-1987","09-1987","10-1987","11-1987","12-1987","01-1988","02-1988","03-1988","04-1988","05-1988","06-1988","07-1988","08-1988","09-1988","10-1988","11-1988","12-1988","01-1989","02-1989","03-1989","04-1989","05-1989","06-1989","07-1989","08-1989","09-1989","10-1989","11-1989","12-1989","01-1990","02-1990","03-1990","04-1990","05-1990","06-1990","07-1990","08-1990","09-1990","10-1990","11-1990","12-1990","01-1991","02-1991","03-1991","04-1991","05-1991","06-1991","07-1991","08-1991","09-1991","10-1991","11-1991","12-1991","01-1992","02-1992","03-1992","04-1992","05-1992","06-1992","07-1992","08-1992","09-1992","10-1992","11-1992","12-1992","01-1993","02-1993","03-1993","04-1993","05-1993","06-1993","07-1993","08-1993","09-1993","10-1993","11-1993","12-1993","01-1994","02-1994","03-1994","04-1994","05-1994","06-1994","07-1994","08-1994","09-1994","10-1994","11-1994","12-1994","01-1995","02-1995","03-1995","04-1995","05-1995","06-1995","07-1995","08-1995","09-1995","10-1995","11-1995","12-1995","01-1996","02-1996","03-1996","04-1996","05-1996","06-1996","07-1996","08-1996","09-1996","10-1996","11-1996","12-1996","01-1997","02-1997","03-1997","04-1997","05-1997","06-1997","07-1997","08-1997","09-1997","10-1997","11-1997","12-1997","01-1998","02-1998","03-1998","04-1998","05-1998","06-1998","07-1998","08-1998","09-1998","10-1998","11-1998","12-1998","01-1999","02-1999","03-1999","04-1999","05-1999","06-1999","07-1999","08-1999","09-1999","10-1999","11-1999","12-1999","01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025"
Roseville Police Department,89,78,97,82,118,90,126,112,95,137,125,109,94,91,134,131,136,110,124,129,128,120,115,90,124,114,123,130,117,161,158,154,113,119,139,160,127,119,126,122,142,134,153,162,140,135,124,151,131,89,118,165,155,141,161,165,138,125,151,126,126,108,148,114,167,129,147,158,112,137,156,157,179,153,192,167,181,167,177,175,122,157,120,155,122,158,135,159,150,161,202,182,182,197,167,144,136,132,179,154,135,156,154,138,127,150,143,126,138,114,144,138,141,128,143,134,124,156,121,137,136,120,135,121,151,160,157,166,169,189,182,232,172,152,187,154,178,149,178,194,170,195,148,141,148,130,138,150,156,155,142,135,134,138,165,174,105,139,113,130,115,141,125,113,124,144,116,144,109,90,143,147,136,133,148,127,109,128,132,137,133,108,114,108,133,134,117,137,121,120,133,91,119,132,110,138,157,163,129,139,130,135,128,146,142,101,87,93,92,137,112,147,104,96,104,129,107,91,90,123,121,134,98,132,106,131,101,100,93,87,88,103,124,116,117,127,96,108,128,135,99,60,96,115,88,100,90,116,119,115,114,98,112,97,97,101,110,106,88,124,100,62,90,129,95,86,94,104,119,119,106,98,81,136,102,91,72,81,73,107,103,108,115,114,95,129,126,142,115,113,105,123,97,107,111,93,96,97,123,112,90,93,95,96,91,109,99,100,119,119,127,94,100,75,108,105,103,94,108,99,94,120,125,126,92,84,73,101,108,113,97,121,102,135,103,101,100,87,90,90,98,105,132,100,105,112,101,112,78,83,91,131,188,137,126,164,115,130,127,140,127,96,109,110,106,121,120,141,142,130,163,184,116,114,140,138,126,131,127,135,130,126,166,110,135,102,138,134,141,148,170,99,96,158,169,143,128,123,103,108,104,136,144,120,128,132,187,154,159,121,178,165,155,152,141,158,141,188,152,174,158,186,125,84,95,117,155,194,200,229,182,196,174,134,119,138,159,163,170,180,172,203,163,151,169,139,149,150,169,137,158,160,147,149,158,162,130,136,147,137,175,152,151,160,130,156,168,161,155,181,187,199,223,220,267,279,253,272,236,245,238,212,228,192,227,176,205,101,0
Roseville Police Department Clearances,36,19,48,29,34,31,40,35,25,44,42,46,47,40,53,42,47,27,36,31,40,42,30,24,60,37,25,51,37,43,41,42,41,44,32,46,34,41,36,40,30,36,41,35,41,39,35,45,45,41,39,54,44,42,51,42,31,33,43,51,37,44,45,37,55,35,49,43,38,44,64,66,68,68,75,64,71,71,59,49,43,63,49,59,50,70,55,52,55,54,50,54,55,70,53,68,64,69,86,58,42,48,35,39,36,38,47,42,50,42,43,49,34,39,45,34,40,55,45,57,48,50,48,32,41,51,56,57,65,65,75,96,64,57,67,52,46,61,50,54,65,67,61,58,51,43,46,54,45,53,42,40,39,47,50,45,27,35,31,34,39,35,28,26,39,39,45,41,37,39,58,45,39,38,30,40,31,36,0,46,38,42,42,44,53,31,39,46,34,34,47,33,28,44,30,43,43,37,30,46,47,36,45,39,30,25,35,27,31,54,25,42,39,27,34,37,29,31,36,46,45,32,38,54,35,34,36,31,37,33,31,49,53,41,38,39,38,42,47,49,43,29,47,48,45,46,32,35,32,25,41,48,59,47,42,51,44,38,35,47,33,28,36,52,26,32,41,50,53,47,42,36,36,51,48,35,34,36,31,48,45,39,43,54,26,45,48,64,45,51,50,54,45,35,37,37,41,39,49,48,33,35,38,36,27,36,45,39,47,35,41,28,42,30,46,43,28,45,39,40,42,42,41,55,38,32,27,40,31,31,27,29,29,30,34,19,37,29,33,27,30,31,53,32,37,36,34,31,16,34,29,46,75,65,46,57,39,41,43,57,63,40,50,40,39,35,40,46,45,45,74,66,64,61,66,71,66,59,50,70,54,53,53,44,52,40,45,38,54,53,51,45,34,65,57,68,39,46,36,46,43,45,42,35,47,45,88,86,84,70,78,59,68,72,66,61,37,70,67,69,54,61,44,7,13,9,11,15,8,17,15,35,19,17,13,33,37,29,34,32,31,50,32,49,55,40,58,54,63,47,63,52,54,60,77,91,60,52,74,75,90,84,61,61,65,69,79,67,77,79,89,103,87,81,104,102,102,113,111,142,143,137,139,121,121,95,101,63,0
