series,"01-1985","02-1985","03-1985","04-1985","05-1985","06-1985","07-1985","08-1985","09-1985","10-1985","11-1985","12-1985","01-1986","02-1986","03-1986","04-1986","05-1986","06-1986","07-1986","08-1986","09-1986","10-1986","11-1986","12-1986","01-1987","02-1987","03-1987","04-1987","05-1987","06-1987","07-1987","08-1987","09-1987","10-1987","11-1987","12-1987","01-1988","02-1988","03-1988","04-1988","05-1988","06-1988","07-1988","08-1988","09-1988","10-1988","11-1988","12-1988","01-1989","02-1989","03-1989","04-1989","05-1989","06-1989","07-1989","08-1989","09-1989","10-1989","11-1989","12-1989","01-1990","02-1990","03-1990","04-1990","05-1990","06-1990","07-1990","08-1990","09-1990","10-1990","11-1990","12-1990","01-1991","02-1991","03-1991","04-1991","05-1991","06-1991","07-1991","08-1991","09-1991","10-1991","11-1991","12-1991","01-1992","02-1992","03-1992","04-1992","05-1992","06-1992","07-1992","08-1992","09-1992","10-1992","11-1992","12-1992","01-1993","02-1993","03-1993","04-1993","05-1993","06-1993","07-1993","08-1993","09-1993","10-1993","11-1993","12-1993","01-1994","02-1994","03-1994","04-1994","05-1994","06-1994","07-1994","08-1994","09-1994","10-1994","11-1994","12-1994","01-1995","02-1995","03-1995","04-1995","05-1995","06-1995","07-1995","08-1995","09-1995","10-1995","11-1995","12-1995","01-1996","02-1996","03-1996","04-1996","05-1996","06-1996","07-1996","08-1996","09-1996","10-1996","11-1996","12-1996","01-1997","02-1997","03-1997","04-1997","05-1997","06-1997","07-1997","08-1997","09-1997","10-1997","11-1997","12-1997","01-1998","02-1998","03-1998","04-1998","05-1998","06-1998","07-1998","08-1998","09-1998","10-1998","11-1998","12-1998","01-1999","02-1999","03-1999","04-1999","05-1999","06-1999","07-1999","08-1999","09-1999","10-1999","11-1999","12-1999","01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025"
Blaine Police Department,90,111,126,135,112,144,151,134,92,114,77,73,85,87,114,120,116,158,149,144,131,124,113,125,98,141,128,129,104,164,154,166,153,158,127,150,110,115,140,157,129,147,172,193,163,167,151,204,137,131,183,150,158,173,174,208,175,216,178,132,145,146,155,145,166,180,175,258,207,173,171,143,136,168,186,165,173,192,237,218,189,154,131,154,160,135,173,182,182,164,184,208,166,162,146,152,129,135,175,149,146,227,201,235,123,167,124,161,99,141,164,155,238,233,203,212,154,182,149,170,127,130,149,160,176,210,209,163,168,217,155,139,110,143,152,171,189,198,226,248,222,220,163,163,133,138,155,159,221,204,190,213,228,221,167,165,132,167,164,143,179,188,176,171,179,173,185,169,113,113,139,138,166,175,190,135,126,129,128,129,121,127,155,140,134,165,188,183,163,166,0,0,98,102,135,139,143,157,156,175,140,0,156,123,149,131,157,139,174,165,197,168,177,172,150,148,117,134,145,153,172,147,186,184,174,0,0,0,176,159,196,169,173,164,176,208,173,179,171,162,95,103,153,183,171,155,171,216,182,256,182,175,170,170,170,178,172,197,160,191,159,194,158,138,143,104,113,138,178,182,199,210,180,166,140,151,153,127,152,182,166,202,231,171,177,199,144,149,131,133,116,122,133,123,139,181,202,159,180,169,126,117,134,144,119,145,169,155,151,162,152,134,127,94,120,138,156,158,170,163,154,137,147,152,133,118,141,145,165,135,139,162,125,160,96,147,117,119,106,121,131,141,130,125,139,150,126,103,117,110,104,120,145,168,148,132,134,140,130,162,156,115,135,125,143,155,161,156,135,131,129,146,99,86,111,113,135,138,127,134,121,133,146,131,124,103,106,121,147,158,178,127,132,163,195,151,131,107,104,136,130,114,134,161,101,126,125,103,100,97,102,87,154,131,107,107,125,112,126,132,110,101,111,81,81,90,108,111,109,110,121,122,94,96,99,85,106,97,109,76,100,105,113,109,90,89,108,111,97,101,106,124,99,104,92,80,82,74,92,84,107,105,98,88,106,112,85,89,95,79,72,79,88,75,61,64,95,71,68,62,53,47,55,50,57,72,55,76,12
Blaine Police Department Clearances,46,57,62,62,30,47,60,57,40,37,15,20,19,21,36,30,31,63,73,81,67,86,85,98,87,121,110,111,93,137,124,125,120,116,98,128,86,93,113,120,93,107,101,90,78,87,102,121,66,89,112,100,120,113,70,107,112,171,154,111,107,109,119,108,127,131,133,196,155,135,127,121,116,145,169,145,159,141,217,165,116,103,109,104,60,50,71,67,54,68,43,49,52,48,39,50,53,59,62,33,36,56,37,61,29,47,32,58,47,65,57,42,63,61,44,53,54,51,45,70,49,48,55,48,52,49,48,48,51,65,38,46,40,52,57,53,40,35,56,47,38,66,50,59,41,56,48,47,75,81,60,76,48,57,50,48,52,50,45,38,26,41,47,43,29,34,46,25,37,30,37,33,22,27,28,29,26,0,0,17,25,38,40,39,30,31,33,46,53,45,0,0,30,29,47,36,31,44,29,19,27,0,34,24,40,25,37,23,37,50,56,44,33,50,44,39,40,29,32,32,40,44,33,41,34,0,0,0,50,50,59,47,35,38,29,40,35,32,42,36,30,35,59,50,60,45,54,55,51,60,45,55,54,71,65,48,53,53,63,47,54,64,48,61,53,32,39,54,59,59,53,55,51,54,32,55,47,48,41,77,49,64,66,46,44,58,60,51,59,54,50,58,57,51,48,60,55,59,59,56,53,59,61,58,53,54,59,48,52,59,54,55,52,36,51,48,57,42,54,62,52,57,55,59,57,60,57,38,60,47,42,45,45,60,37,60,45,47,33,46,50,49,54,40,53,58,41,33,47,51,40,44,38,53,52,48,56,49,47,64,84,67,66,62,73,61,71,61,62,61,62,55,48,42,53,48,40,58,43,54,42,52,56,63,58,58,51,51,64,46,52,41,36,53,76,68,48,58,54,62,37,34,33,32,24,34,28,32,30,27,35,33,36,38,27,15,34,25,30,31,33,21,17,19,23,13,25,23,22,33,32,11,20,17,34,18,13,21,14,10,13,11,19,22,26,21,24,47,35,29,38,41,38,40,40,35,33,33,46,40,46,41,37,39,53,52,34,42,68,38,36,41,37,35,29,41,42,36,49,35,30,21,28,35,25,29,23,36,6
