series,"01-1985","02-1985","03-1985","04-1985","05-1985","06-1985","07-1985","08-1985","09-1985","10-1985","11-1985","12-1985","01-1986","02-1986","03-1986","04-1986","05-1986","06-1986","07-1986","08-1986","09-1986","10-1986","11-1986","12-1986","01-1987","02-1987","03-1987","04-1987","05-1987","06-1987","07-1987","08-1987","09-1987","10-1987","11-1987","12-1987","01-1988","02-1988","03-1988","04-1988","05-1988","06-1988","07-1988","08-1988","09-1988","10-1988","11-1988","12-1988","01-1989","02-1989","03-1989","04-1989","05-1989","06-1989","07-1989","08-1989","09-1989","10-1989","11-1989","12-1989","01-1990","02-1990","03-1990","04-1990","05-1990","06-1990","07-1990","08-1990","09-1990","10-1990","11-1990","12-1990","01-1991","02-1991","03-1991","04-1991","05-1991","06-1991","07-1991","08-1991","09-1991","10-1991","11-1991","12-1991","01-1992","02-1992","03-1992","04-1992","05-1992","06-1992","07-1992","08-1992","09-1992","10-1992","11-1992","12-1992","01-1993","02-1993","03-1993","04-1993","05-1993","06-1993","07-1993","08-1993","09-1993","10-1993","11-1993","12-1993","01-1994","02-1994","03-1994","04-1994","05-1994","06-1994","07-1994","08-1994","09-1994","10-1994","11-1994","12-1994","01-1995","02-1995","03-1995","04-1995","05-1995","06-1995","07-1995","08-1995","09-1995","10-1995","11-1995","12-1995","01-1996","02-1996","03-1996","04-1996","05-1996","06-1996","07-1996","08-1996","09-1996","10-1996","11-1996","12-1996","01-1997","02-1997","03-1997","04-1997","05-1997","06-1997","07-1997","08-1997","09-1997","10-1997","11-1997","12-1997","01-1998","02-1998","03-1998","04-1998","05-1998","06-1998","07-1998","08-1998","09-1998","10-1998","11-1998","12-1998","01-1999","02-1999","03-1999","04-1999","05-1999","06-1999","07-1999","08-1999","09-1999","10-1999","11-1999","12-1999","01-2000","02-2000","03-2000","04-2000","05-2000","06-2000","07-2000","08-2000","09-2000","10-2000","11-2000","12-2000","01-2001","02-2001","03-2001","04-2001","05-2001","06-2001","07-2001","08-2001","09-2001","10-2001","11-2001","12-2001","01-2002","02-2002","03-2002","04-2002","05-2002","06-2002","07-2002","08-2002","09-2002","10-2002","11-2002","12-2002","01-2003","02-2003","03-2003","04-2003","05-2003","06-2003","07-2003","08-2003","09-2003","10-2003","11-2003","12-2003","01-2004","02-2004","03-2004","04-2004","05-2004","06-2004","07-2004","08-2004","09-2004","10-2004","11-2004","12-2004","01-2005","02-2005","03-2005","04-2005","05-2005","06-2005","07-2005","08-2005","09-2005","10-2005","11-2005","12-2005","01-2006","02-2006","03-2006","04-2006","05-2006","06-2006","07-2006","08-2006","09-2006","10-2006","11-2006","12-2006","01-2007","02-2007","03-2007","04-2007","05-2007","06-2007","07-2007","08-2007","09-2007","10-2007","11-2007","12-2007","01-2008","02-2008","03-2008","04-2008","05-2008","06-2008","07-2008","08-2008","09-2008","10-2008","11-2008","12-2008","01-2009","02-2009","03-2009","04-2009","05-2009","06-2009","07-2009","08-2009","09-2009","10-2009","11-2009","12-2009","01-2010","02-2010","03-2010","04-2010","05-2010","06-2010","07-2010","08-2010","09-2010","10-2010","11-2010","12-2010","01-2011","02-2011","03-2011","04-2011","05-2011","06-2011","07-2011","08-2011","09-2011","10-2011","11-2011","12-2011","01-2012","02-2012","03-2012","04-2012","05-2012","06-2012","07-2012","08-2012","09-2012","10-2012","11-2012","12-2012","01-2013","02-2013","03-2013","04-2013","05-2013","06-2013","07-2013","08-2013","09-2013","10-2013","11-2013","12-2013","01-2014","02-2014","03-2014","04-2014","05-2014","06-2014","07-2014","08-2014","09-2014","10-2014","11-2014","12-2014","01-2015","02-2015","03-2015","04-2015","05-2015","06-2015","07-2015","08-2015","09-2015","10-2015","11-2015","12-2015","01-2016","02-2016","03-2016","04-2016","05-2016","06-2016","07-2016","08-2016","09-2016","10-2016","11-2016","12-2016","01-2017","02-2017","03-2017","04-2017","05-2017","06-2017","07-2017","08-2017","09-2017","10-2017","11-2017","12-2017","01-2018","02-2018","03-2018","04-2018","05-2018","06-2018","07-2018","08-2018","09-2018","10-2018","11-2018","12-2018","01-2019","02-2019","03-2019","04-2019","05-2019","06-2019","07-2019","08-2019","09-2019","10-2019","11-2019","12-2019","01-2020","02-2020","03-2020","04-2020","05-2020","06-2020","07-2020","08-2020","09-2020","10-2020","11-2020","12-2020","01-2021","02-2021","03-2021","04-2021","05-2021","06-2021","07-2021","08-2021","09-2021","10-2021","11-2021","12-2021","01-2022","02-2022","03-2022","04-2022","05-2022","06-2022","07-2022","08-2022","09-2022","10-2022","11-2022","12-2022","01-2023","02-2023","03-2023","04-2023","05-2023","06-2023","07-2023","08-2023","09-2023","10-2023","11-2023","12-2023","01-2024","02-2024","03-2024","04-2024","05-2024","06-2024","07-2024","08-2024","09-2024","10-2024","11-2024","12-2024","01-2025","02-2025","03-2025","04-2025","05-2025","06-2025","07-2025","08-2025","09-2025"
Fridley Police Department,52,85,77,105,85,113,117,114,90,116,93,96,96,108,124,140,127,134,159,144,105,124,112,113,111,118,130,107,98,116,143,137,151,137,128,117,100,92,115,101,96,98,111,114,109,113,106,81,78,98,105,105,99,140,120,134,99,131,110,110,111,120,129,102,115,128,105,154,101,130,120,97,108,88,116,131,108,130,154,143,100,125,92,97,106,91,123,125,127,131,136,159,115,151,117,106,110,99,119,127,116,147,148,153,116,121,90,113,92,86,117,98,97,125,141,118,98,100,89,81,89,69,99,106,137,161,171,146,135,142,120,92,76,77,92,103,147,139,148,156,114,133,103,108,92,100,115,148,144,144,136,127,124,134,140,138,113,91,112,128,112,120,130,134,98,104,115,126,85,110,130,112,108,126,100,113,113,139,148,103,107,72,0,94,122,112,122,127,123,173,84,90,145,94,110,109,139,146,173,131,98,152,100,0,121,109,86,103,100,118,124,113,96,105,99,90,76,77,88,0,0,0,0,0,0,0,0,0,77,97,85,87,86,70,41,21,130,134,114,75,66,96,95,81,93,99,106,136,128,135,113,111,85,68,83,79,96,102,95,108,92,106,83,98,93,83,88,85,102,110,109,120,123,115,104,78,66,75,84,89,119,128,134,143,132,130,75,86,76,82,84,81,99,97,106,80,0,108,118,80,85,77,87,101,95,77,117,94,109,101,82,89,73,68,74,94,79,108,85,96,94,94,93,71,68,67,74,85,89,113,90,95,89,84,73,77,70,49,79,78,88,92,106,87,101,101,85,82,70,54,61,85,93,113,113,108,111,109,97,88,77,79,80,82,99,98,96,115,104,95,78,65,64,50,46,51,83,55,78,85,69,64,55,62,67,49,69,65,79,93,84,85,69,56,66,55,44,57,47,52,62,90,75,80,88,83,75,64,76,48,87,79,98,79,66,70,75,80,72,76,84,74,74,66,59,59,81,81,121,116,110,119,96,61,87,83,96,139,127,99,66,71,49,46,93,85,105,98,95,83,88,87,78,98,81,81,77,67,54,87,72,79,71,84,81,85,70,72,74,68,39,63,73,66,86,70,78,66,52,92,69,57,61,59,79,75,68,70,26
Fridley Police Department Clearances,30,45,43,47,34,41,37,39,51,45,34,51,48,49,52,51,46,43,36,42,42,34,41,46,35,42,37,24,25,38,44,38,51,52,37,41,43,33,31,35,20,24,30,38,22,37,21,17,24,24,26,22,25,36,30,35,27,24,19,33,33,30,41,23,20,24,21,41,30,44,31,19,37,20,34,33,30,32,46,41,33,30,36,29,31,24,44,36,30,28,30,41,31,34,27,32,27,28,36,34,33,37,32,33,27,30,26,22,24,21,34,13,15,22,14,20,9,9,12,14,16,7,14,14,15,27,31,16,26,12,27,19,0,0,11,16,25,21,24,26,25,25,21,0,11,12,21,16,16,9,15,13,19,18,19,27,13,14,19,11,22,22,26,22,17,17,18,21,27,29,22,21,23,28,18,18,12,16,17,8,19,12,0,13,25,25,22,26,24,29,11,13,40,24,31,20,38,34,34,21,26,43,45,0,30,43,29,28,29,27,31,25,20,24,30,15,20,13,30,0,0,0,0,0,0,0,0,0,20,28,20,18,16,17,9,9,14,21,25,24,21,14,22,13,13,13,20,28,32,19,16,28,22,17,20,14,27,16,10,16,12,24,17,17,14,16,17,17,16,31,35,29,25,34,29,25,21,24,22,29,23,34,21,22,27,33,26,27,22,19,30,21,25,27,40,25,0,39,37,26,26,27,25,26,23,22,43,24,25,20,23,25,29,21,19,26,17,19,28,26,22,29,32,22,32,33,29,19,33,34,24,27,27,26,30,18,22,16,37,28,18,35,33,25,35,43,34,30,24,22,22,22,30,40,41,35,49,42,36,36,31,33,28,23,23,31,24,45,38,47,38,19,25,12,15,8,18,17,11,14,27,23,12,20,20,9,11,8,29,23,16,17,11,15,17,21,15,19,17,14,21,19,25,11,26,24,21,17,23,19,18,32,31,21,24,18,20,18,17,21,23,15,24,16,9,13,28,28,34,16,22,29,18,22,33,22,25,47,47,34,22,26,23,24,45,21,38,37,27,29,28,20,19,30,26,25,29,21,20,28,33,33,21,32,23,34,29,34,39,41,17,23,30,26,28,22,33,30,27,43,26,34,27,30,44,32,34,22,20
